gap,plot_id,gap_type,Fd,ZONAL_UNIT,SS1,SS1_,SS2,SS2_,SS3,SS3_,SS_name,SI,tphg,mean_density,sem_density
157,157_ 485,S,0,IDFdk3,1,0.8,8,0.2,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,71000,35500,9500
2,2_ 486,S,0,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,6000,545.4545455,247.2994638
111,111_ 487,S,0,IDFdk3,8,0.7,1,0.2,7,0.1,SxwFd - Prickly rose - Sarsaparilla,21.9,70000,5000,2277.457615
114,114_ 488,S,0,IDFdk3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
154,154_ 490,S,0,IDFdk3,8,0.8,1,0.2,NA,NA,SxwFd - Prickly rose - Sarsaparilla,21.9,1000,1000,NA
20,20_ 491,S,0,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,3000,230.7692308,121.6260639
106,106_ 492,S,3000,IDFdk3,8,0.6,7,0.2,1,0.2,SxwFd - Prickly rose - Sarsaparilla,21.9,10000,5000,2000
26,26_ 494,S,0,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,0,0,0
139,139_ 495,S,2000,IDFdk3,1,0.9,4,0.1,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,0,0,0
111,111_ 496,S,0,IDFdk3,8,0.7,1,0.2,7,0.1,SxwFd - Prickly rose - Sarsaparilla,21.9,70000,5000,2277.457615
175,175_ 497,S,1000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,36000,2769.230769,1172.078179
17,17_ 498,S,0,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,2000,285.7142857,184.4277784
151,151_ 499,S,15000,IDFdk3,8,0.5,4,0.3,5,0.2,SxwFd - Prickly rose - Sarsaparilla,21.9,0,0,0
175,175_ 500,S,6000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,36000,2769.230769,1172.078179
237,237_ 501,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,3000,1000,577.3502692
85,85_ 502,N,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,38000,9500,4645.786622
2,2_ 503,N,2000,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,6000,545.4545455,247.2994638
31,31_ 504,N,2000,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,5000,714.2857143,714.2857143
177,177_ 505,S,1000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,7000,2333.333333,1452.966315
199,199_ 506,S,1000,IDFdk3,1,0.8,8,0.2,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,11000,2750,1701.714821
219,219_ 507,N,1000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,3000,3000,NA
236,236_ 509,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,1000,333.3333333,333.3333333
76,76_ 512,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,68000,5230.769231,1925.383232
170,170_ 513,S,0,IDFdk3,5,1,NA,NA,NA,NA,Fd - Feathermoss - Step moss,15,0,0,0
205,205_ 514,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,16000,2000,1210.076739
185,185_ 515,S,1000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,54000,6750,1687.665336
118,118_ 517,S,1000,IDFdk3,5,0.7,8,0.2,1,0.1,Fd - Feathermoss - Step moss,15,6000,2000,1527.525232
157,157_ 518,S,0,IDFdk3,1,0.8,8,0.2,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,71000,35500,9500
77,77_ 519,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,NA,NA,NA
136,136_ 520,S,0,IDFdk3,1,0.9,4,0.1,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,0,0,0
117,117_ 521,S,0,IDFdk3,1,0.8,8,0.2,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,0,0,NA
2,2_ 522,S,1000,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,6000,545.4545455,247.2994638
87,87_ 523,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,1000,1000,NA
206,206_ 524,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,35000,5833.333333,2427.847698
115,115_ 525,S,0,IDFdk3,5,0.5,1,0.4,8,0.1,Fd - Feathermoss - Step moss,15,60000,5000,2549.509757
185,185_ 526,S,0,IDFdk3,1,0.6,8,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,54000,6750,1687.665336
84,84_ 527,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,2000,2000,NA
155,155_ 528,S,0,IDFdk3,5,0.7,8,0.2,1,0.1,Fd - Feathermoss - Step moss,15,55000,3928.571429,1427.609566
201,201_ 529,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,18000,9000,5000
202,202_ 530,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,93000,7750,3186.441446
13,13_ 531,S,0,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,3000,1000,577.3502692
134,134_ 534,S,10000,IDFdk3,1,0.9,4,0.1,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,3000,428.5714286,428.5714286
26,26_ 535,S,1000,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,0,0,0
194,194_ 536,S,3000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,3000,1500,500
88,88_ 539,S,5000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,45000,11250,7465.197028
81,81_ 540,S,1000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,0,0,0
17,17_ 541,S,0,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,2000,285.7142857,184.4277784
237,237_ 542,S,1000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,3000,1000,577.3502692
161,161_ 543,S,11000,IDFdk3,8,1,NA,NA,NA,NA,SxwFd - Prickly rose - Sarsaparilla,21.9,34000,34000,NA
150,150_ 544,S,25000,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,1000,500,500
155,155_ 545,S,0,IDFdk3,8,0.8,1,0.2,NA,NA,SxwFd - Prickly rose - Sarsaparilla,21.9,55000,3928.571429,1427.609566
145,145_ 546,S,1000,IDFdk3,1,0.9,4,0.1,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,0,0,NA
76,76_ 547,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,68000,5230.769231,1925.383232
206,206_ 548,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,35000,5833.333333,2427.847698
88,88_ 550,S,2000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,45000,11250,7465.197028
196,196_ 552,S,11000,IDFdk3,1,0.8,8,0.2,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,22000,3142.857143,1518.592259
216,216_ 553,S,5000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,68000,7555.555556,3555.555556
156,156_ 554,S,0,IDFdk3,8,0.8,1,0.2,NA,NA,SxwFd - Prickly rose - Sarsaparilla,21.9,3000,1500,1500
179,179_ 555,S,1000,IDFdk3,7,0.8,5,0.1,8,0.1,SxwFd - Prickly rose - Sedge,20.2,0,0,NA
124,124_ 556,S,3000,IDFdk3,5,0.7,8,0.2,1,0.1,Fd - Feathermoss - Step moss,15,1000,500,500
189,189_ 557,S,1000,IDFdk3,1,0.8,8,0.2,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,52000,17333.33333,3844.187532
232,232_ 559,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,21000,10500,7500
95,95_ 560,S,1000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,1000,250,250
75,75_ 561,S,1000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,6000,2000,1527.525232
5,5_ 562,S,0,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,20000,1111.111111,434.5299383
115,115_ 564,S,0,IDFdk3,1,0.8,8,0.2,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,60000,5000,2549.509757
229,229_ 565,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,4000,2000,2000
151,151_ 566,S,0,IDFdk3,8,0.5,4,0.3,5,0.2,SxwFd - Prickly rose - Sarsaparilla,21.9,0,0,0
231,231_ 567,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,9000,4500,4500
105,105_ 570,S,2000,IDFdk3,8,0.6,7,0.2,1,0.2,SxwFd - Prickly rose - Sarsaparilla,21.9,11000,1833.333333,1447.219556
123,123_ 571,S,10000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,4000,1333.333333,666.6666667
105,105_ 572,S,0,IDFdk3,8,0.6,7,0.2,1,0.2,SxwFd - Prickly rose - Sarsaparilla,21.9,11000,1833.333333,1447.219556
213,213_ 573,S,22000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,5000,1000,632.455532
196,196_ 575,S,0,IDFdk3,8,1,NA,NA,NA,NA,SxwFd - Prickly rose - Sarsaparilla,21.9,22000,3142.857143,1518.592259
133,133_ 576,S,1000,IDFdk3,1,0.9,4,0.1,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,2000,666.6666667,333.3333333
185,185_ 577,S,1000,IDFdk3,1,0.8,8,0.2,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,54000,6750,1687.665336
6,6_ 578,S,33000,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,0,0,0
4,4_ 580,S,9000,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,0,0,0
17,17_ 581,S,0,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,2000,285.7142857,184.4277784
172,172_ 582,S,0,IDFdk3,9,1,NA,NA,NA,NA,Sxw - Horsetail - Glow moss,NA,0,0,0
199,199_ 583,S,1000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,11000,2750,1701.714821
205,205_ 584,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,16000,2000,1210.076739
227,227_ 585,S,3000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,1000,1000,NA
216,216_ 586,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,68000,7555.555556,3555.555556
205,205_ 588,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,16000,2000,1210.076739
217,217_ 589,S,0,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,5000,1666.666667,881.9171037
6,6_ 591,S,0,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,0,0,0
5,5_ 595,S,1000,IDFdk3,8,0.6,1,0.3,4,0.1,SxwFd - Prickly rose - Sarsaparilla,21.9,20000,1111.111111,434.5299383
31,31_ 597,S,1000,IDFdk3,1,0.6,4,0.4,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,5000,714.2857143,714.2857143
237,237_ 599,S,1000,IDFdk3,1,1,NA,NA,NA,NA,FdPl - Pinegrass - Feathermoss,17.1,3000,1000,577.3502692
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,N,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
,,S,,,,,,,,,,,,,
